,0,1,2,3,4,5,6,7,8,9
0,42.47150802612305,8.62394905090332,8.883256196975708,9.157520055770874,8.721689224243164,8.592500925064087,8.422487020492554,8.544236898422241,8.671820163726807,8.799485921859741
1,42.505348682403564,9.268987894058228,8.770555257797241,9.159751653671265,8.83039665222168,8.681794166564941,8.572089433670044,8.518229722976685,8.691731929779053,8.836413860321045
2,42.649866580963135,9.742027282714844,8.743597984313965,9.092728853225708,8.671785354614258,8.75164008140564,8.388314723968506,8.41849684715271,8.527209281921387,8.741634130477905
3,41.26270341873169,9.052803039550781,8.468364000320435,8.709687948226929,8.624167203903198,8.722720623016357,8.487278938293457,8.671853303909302,8.708689212799072,8.954097747802734
4,42.277960538864136,9.193458318710327,8.565109014511108,8.919157028198242,9.036810874938965,8.435492992401123,8.256922960281372,8.395559310913086,8.818395853042603,8.902236223220825
5,42.48490595817566,9.400147199630737,8.852042198181152,8.955673694610596,9.164214372634888,8.879770517349243,8.470187664031982,8.7147057056427,8.71370553970337,8.866297960281372
6,42.88533663749695,9.238306522369385,8.817464351654053,8.741633415222168,8.92215609550476,9.071716070175171,8.786556720733643,8.583088874816895,8.865306615829468,8.930095434188843
7,42.775694608688354,9.162476539611816,8.60001254081726,8.847382545471191,9.264239311218262,9.02786660194397,8.781527280807495,8.50523328781128,9.173483848571777,9.029862880706787
8,44.24158811569214,9.41571831703186,8.643919229507446,8.604010105133057,8.850347757339478,8.879827499389648,8.70868706703186,8.945090293884277,8.694759130477905,9.32806658744812
9,42.74760055541992,9.139569282531738,8.658856630325317,8.76955795288086,9.023879528045654,8.62198781967163,8.683754444122314,8.231041431427002,8.566061973571777,8.989970207214355
