,0,1,2,3,4,5,6,7,8,9
0,0.0,22.686448574066162,22.907774686813354,23.486184120178223,22.989581823349,22.610785007476807,21.49856972694397,21.83260750770569,22.33023500442505,22.83012580871582
1,0.0,25.24535346031189,23.327614068984985,23.83432412147522,23.120219707489014,22.622632265090942,21.86053228378296,22.39813208580017,23.396156787872314,22.794106483459473
2,0.0,25.5866060256958,23.123194694519043,24.205299139022827,23.167075872421265,22.71327018737793,22.497928380966187,21.985267162322998,22.370205879211426,22.97359037399292
3,0.0,23.50517225265503,22.32732081413269,22.59759783744812,22.440982580184937,22.234599113464355,21.531415224075317,21.88852572441101,22.384166955947876,22.869925260543823
4,0.0,24.3644015789032,22.56575107574463,23.02844548225403,23.144137382507324,22.568673849105835,21.846571922302246,22.096198797225952,23.138120412826538,23.339613914489746
5,0.0,23.926079034805298,22.515784740447998,23.147160291671753,23.72259211540222,23.18004012107849,23.130141258239746,22.86690878868103,22.985528707504272,23.750518798828125
6,0.0,24.917396068572998,22.6185781955719,23.222918272018433,23.587714195251465,22.65943169593811,22.336294889450073,22.288424015045166,22.667377948760986,23.074060678482056
7,0.0,23.92302179336548,22.69636607170105,22.773130655288696,23.478209972381592,22.5966317653656,22.47493004798889,22.287423133850098,22.734233617782593,22.79307270050049
8,0.0,23.757497787475586,22.497862577438354,22.83493161201477,23.878215074539185,23.272825479507446,22.896795749664307,22.158739805221558,22.483924627304077,24.116992950439453
9,0.0,24.82726240158081,22.503844261169434,22.80803608894348,24.21524214744568,23.775554656982422,23.38847279548645,22.971495151519775,22.402124643325806,22.906734704971313
