,0,1,2,3,4,5,6,7,8,9
0,0.0,17.093526601791382,15.852018117904663,18.356417179107666,17.34647536277771,16.879022359848022,16.562469959259033,15.236832618713379,16.29678750038147,15.824032306671143
1,0.0,17.5219407081604,15.952446699142456,18.625380516052246,17.406198740005493,16.971078157424927,16.683959484100342,15.414934396743774,16.401116609573364,15.556367874145508
2,0.0,17.700071811676025,17.13258695602417,18.566275596618652,17.435750246047974,17.238060474395752,16.916906595230103,15.913867473602295,16.925480604171753,16.080531120300293
3,0.0,17.380717992782593,16.78437304496765,15.699395656585693,17.137983322143555,16.69549560546875,16.444732189178467,15.288856983184814,16.183345079421997,15.781233072280884
4,0.0,17.954451322555542,16.937690496444702,15.905055522918701,18.296857595443726,16.773130655288696,16.649530172348022,15.246215105056763,16.34234881401062,15.628801345825195
5,0.0,17.600871562957764,16.721271514892578,16.010238647460938,18.209295749664307,17.381572484970093,16.65781331062317,15.640772581100464,18.038792848587036,16.657474517822266
6,0.0,17.898158311843872,17.129215955734253,15.958341598510742,19.1916720867157,17.82937216758728,16.829981803894043,15.401869297027588,16.3951632976532,17.234814643859863
7,0.0,17.826319694519043,16.92479372024536,15.918416738510132,18.321062326431274,17.526118993759155,16.853984832763672,16.756177186965942,17.65480923652649,16.168813467025757
8,0.0,17.96498203277588,17.359596967697144,16.497902393341064,18.84363102912903,17.963987827301025,17.187934398651123,16.9793598651886,15.664481163024902,15.673105239868164
9,0.0,17.790415287017822,18.01687717437744,16.199663400650024,19.344331979751587,18.166436672210693,17.430376529693604,16.75624370574951,15.49056077003479,17.095997095108032
