,0,1,2,3,4,5,6,7,8
0,54.54545454545454,55.223880597014926,53.62318840579711,56.060606060606055,54.54545454545454,53.125,52.307692307692314,56.060606060606055,53.73134328358209
1,61.42857142857143,59.70149253731343,56.52173913043478,56.060606060606055,54.54545454545454,54.6875,53.84615384615385,56.060606060606055,55.223880597014926
2,61.42857142857143,57.57575757575758,56.52173913043478,56.060606060606055,54.54545454545454,54.6875,53.84615384615385,56.060606060606055,55.223880597014926
3,61.42857142857143,57.57575757575758,55.223880597014926,56.060606060606055,54.54545454545454,54.6875,53.84615384615385,56.060606060606055,55.223880597014926
4,61.42857142857143,57.57575757575758,55.223880597014926,56.52173913043478,54.54545454545454,54.6875,53.84615384615385,56.060606060606055,55.223880597014926
5,61.42857142857143,57.57575757575758,55.223880597014926,56.52173913043478,56.060606060606055,54.6875,53.84615384615385,56.060606060606055,55.223880597014926
6,61.42857142857143,57.57575757575758,55.223880597014926,56.52173913043478,56.060606060606055,54.54545454545454,53.84615384615385,56.060606060606055,55.223880597014926
7,61.42857142857143,57.57575757575758,55.223880597014926,56.52173913043478,56.060606060606055,54.54545454545454,54.6875,56.060606060606055,55.223880597014926
8,61.42857142857143,57.57575757575758,55.223880597014926,56.52173913043478,56.060606060606055,54.54545454545454,54.6875,53.84615384615385,55.223880597014926
9,61.42857142857143,57.57575757575758,55.223880597014926,56.52173913043478,56.060606060606055,54.54545454545454,54.6875,53.84615384615385,56.060606060606055
