,0,1,2,3,4,5,6,7,8
0,79.71014492753623,76.92307692307693,100.0,70.4225352112676,72.46376811594203,97.05882352941177,74.60317460317461,79.1044776119403,71.875
1,100.0,76.92307692307693,100.0,70.4225352112676,72.46376811594203,97.05882352941177,74.60317460317461,79.1044776119403,71.875
2,100.0,79.71014492753623,100.0,70.4225352112676,72.46376811594203,95.58823529411765,74.60317460317461,79.1044776119403,71.875
3,100.0,79.71014492753623,76.92307692307693,71.83098591549296,72.46376811594203,95.58823529411765,74.60317460317461,79.1044776119403,71.875
4,100.0,79.71014492753623,76.92307692307693,100.0,72.46376811594203,97.05882352941177,74.60317460317461,79.1044776119403,73.4375
5,100.0,79.71014492753623,76.92307692307693,100.0,70.4225352112676,95.58823529411765,74.60317460317461,79.1044776119403,71.875
6,100.0,79.71014492753623,76.92307692307693,100.0,70.4225352112676,72.46376811594203,74.60317460317461,80.59701492537313,71.875
7,100.0,79.71014492753623,76.92307692307693,100.0,70.4225352112676,72.46376811594203,95.58823529411765,79.1044776119403,71.875
8,100.0,79.71014492753623,76.92307692307693,100.0,70.4225352112676,72.46376811594203,95.58823529411765,74.60317460317461,71.875
9,100.0,79.71014492753623,76.92307692307693,100.0,70.4225352112676,72.46376811594203,95.58823529411765,74.60317460317461,79.1044776119403
