,0,1,2,3,4,5,6,7,8,9
0,45.26411819458008,9.741959571838379,9.180429935455322,10.936765670776367,10.12995433807373,9.56743049621582,9.584482431411743,9.073721408843994,9.396169900894165,8.975006103515625
1,41.08525538444519,8.689804792404175,7.712352514266968,8.93714714050293,8.430464506149292,8.327706098556519,8.247953176498413,7.7273805141448975,8.039507627487183,7.6146156787872314
2,40.72613859176636,8.426509141921997,8.140904188156128,8.76330304145813,8.372619867324829,7.959691762924194,8.025549173355103,7.439159393310547,8.045525789260864,7.576748371124268
3,38.16598296165466,8.166173696517944,7.834397077560425,7.662543773651123,8.166056871414185,7.837083101272583,7.776182413101196,7.246625900268555,7.632598400115967,7.253580331802368
4,39.11544466018677,8.496289491653442,8.097357511520386,7.633628606796265,8.780497074127197,8.031319856643677,8.062011241912842,7.324368000030518,7.7515997886657715,7.440112590789795
5,40.091867446899414,8.405535221099854,8.138213157653809,7.751279354095459,8.94013786315918,8.398517847061157,8.08838152885437,7.464047431945801,7.848053932189941,7.60467529296875
6,40.17860174179077,8.421456575393677,8.141272068023682,7.644566297531128,8.76258373260498,8.408485174179077,7.961751937866211,7.508928298950195,7.833031415939331,7.5089592933654785
7,40.897682428359985,8.786516904830933,8.1911039352417,7.88178563117981,9.109456062316895,8.754464149475098,8.370589256286621,8.285995960235596,8.294859409332275,7.672459125518799
8,39.994131326675415,8.474315166473389,8.141271114349365,7.631567716598511,8.760617733001709,8.295792579650879,8.290870428085327,8.064446449279785,7.383230924606323,7.643568754196167
9,40.96354079246521,8.631892681121826,8.416502952575684,7.9038732051849365,9.11267614364624,8.564074754714966,8.314806461334229,8.232961654663086,7.489020824432373,8.00061297416687
