,0,1,2,3,4,5,6,7,8
0,76.81159420289855,69.23076923076923,93.33333333333333,70.4225352112676,72.46376811594203,98.52941176470588,74.60317460317461,79.1044776119403,73.4375
1,98.61111111111111,76.92307692307693,100.0,69.01408450704226,71.01449275362319,100.0,74.60317460317461,77.61194029850746,73.4375
2,98.61111111111111,76.81159420289855,100.0,70.4225352112676,71.01449275362319,97.05882352941177,74.60317460317461,79.1044776119403,73.4375
3,98.61111111111111,76.81159420289855,75.38461538461539,69.01408450704226,71.01449275362319,95.58823529411765,74.60317460317461,79.1044776119403,73.4375
4,98.61111111111111,76.81159420289855,75.38461538461539,100.0,71.01449275362319,97.05882352941177,74.60317460317461,79.1044776119403,73.4375
5,98.61111111111111,76.81159420289855,75.38461538461539,100.0,70.4225352112676,97.05882352941177,74.60317460317461,79.1044776119403,73.4375
6,98.61111111111111,76.81159420289855,75.38461538461539,100.0,69.01408450704226,72.46376811594203,74.60317460317461,80.59701492537313,73.4375
7,98.61111111111111,76.81159420289855,75.38461538461539,100.0,69.01408450704226,71.01449275362319,95.58823529411765,79.1044776119403,73.4375
8,98.61111111111111,76.81159420289855,75.38461538461539,100.0,69.01408450704226,71.01449275362319,97.05882352941177,74.60317460317461,73.4375
9,98.61111111111111,76.81159420289855,75.38461538461539,100.0,69.01408450704226,71.01449275362319,97.05882352941177,74.60317460317461,79.1044776119403
