,0,1,2,3,4,5,6,7,8,9
0,58.532565116882324,12.538455486297607,12.260305643081665,14.261878967285156,13.631915807723999,13.095023393630981,12.753411769866943,11.529428005218506,12.345677375793457,11.777554035186768
1,59.51393675804138,13.258512258529663,11.861325979232788,13.689410209655762,12.98828125,12.702048301696777,12.498560190200806,11.503283500671387,12.306105613708496,11.699694633483887
2,60.63752508163452,13.266520738601685,12.671098947525024,13.9637131690979,13.258521795272827,13.050581693649292,12.58755898475647,11.893734216690063,12.382936716079712,11.95903730392456
3,59.53477597236633,13.116974353790283,12.718002080917358,11.934101581573486,13.061578035354614,12.649595022201538,12.422759056091309,11.534204006195068,12.362025499343872,11.806443929672241
4,60.72118306159973,13.164811372756958,12.958395957946777,12.063719272613525,13.862977981567383,12.724987983703613,12.515512466430664,11.636927843093872,12.59230923652649,11.963318586349487
5,61.349011182785034,13.550811052322388,13.197692155838013,12.142574548721313,14.142165899276733,13.313415050506592,12.803776025772095,11.768542051315308,12.394901275634766,11.981940269470215
6,61.57541084289551,15.419784784317017,13.129936695098877,12.298094034194946,14.234950065612793,13.637581586837769,13.154835939407349,12.155476331710815,12.97235894203186,12.131573915481567
7,61.67160749435425,13.745260000228882,13.655466556549072,12.309131383895874,14.338641881942749,13.58368992805481,13.103013753890991,12.92444920539856,12.763884544372559,12.105639219284058
8,60.35469102859497,13.306416034698486,12.903513669967651,12.188385009765625,14.196439504623413,13.251611948013306,12.751916646957397,12.841670989990234,12.128095149993896,12.056771278381348
9,62.29967403411865,13.523834228515625,13.025150775909424,12.187424182891846,14.086392164230347,13.42479419708252,12.90162968635559,12.854641914367676,11.774527788162231,12.471661567687988
