,0,1,2,3,4,5,6,7,8
0,78.26086956521739,73.84615384615385,93.33333333333333,67.6056338028169,68.11594202898551,95.58823529411765,71.42857142857143,77.61194029850746,70.3125
1,95.83333333333334,76.92307692307693,97.33333333333334,70.4225352112676,71.01449275362319,95.58823529411765,73.01587301587301,77.61194029850746,70.3125
2,97.22222222222221,78.26086956521739,88.0,66.19718309859155,69.56521739130434,94.11764705882352,74.60317460317461,73.13432835820896,68.75
3,97.22222222222221,78.26086956521739,73.84615384615385,70.4225352112676,66.66666666666666,91.17647058823529,69.84126984126983,73.13432835820896,68.75
4,94.44444444444444,78.26086956521739,73.84615384615385,97.33333333333334,68.11594202898551,94.11764705882352,73.01587301587301,77.61194029850746,71.875
5,97.22222222222221,78.26086956521739,73.84615384615385,93.33333333333333,66.19718309859155,92.64705882352942,71.42857142857143,74.6268656716418,67.1875
6,97.22222222222221,78.26086956521739,73.84615384615385,93.33333333333333,66.19718309859155,66.66666666666666,74.60317460317461,79.1044776119403,68.75
7,91.66666666666666,75.36231884057972,73.84615384615385,93.33333333333333,66.19718309859155,68.11594202898551,94.11764705882352,74.6268656716418,70.3125
8,91.66666666666666,75.36231884057972,73.84615384615385,93.33333333333333,67.6056338028169,68.11594202898551,94.11764705882352,74.60317460317461,68.75
9,97.22222222222221,78.26086956521739,73.84615384615385,92.0,66.19718309859155,66.66666666666666,95.58823529411765,74.60317460317461,73.13432835820896
