Algorithm,Metric,Homogeneity,Completeness,V-measure,Adjusted Rand Index,Adjusted Mutual Information,Silhouette Coefficient
ball_tree,chebyshev,0.5793801642856945,0.9999999999999996,0.7336804366512104,0.5681159420289855,0.7315847607219573,0.7549176465055201
ball_tree,euclidean,0.5793801642856945,0.9999999999999996,0.7336804366512104,0.5681159420289855,0.7315847607219573,0.7549176465055201
ball_tree,minkowski,0.5793801642856945,0.9999999999999996,0.7336804366512104,0.5681159420289855,0.7315847607219573,0.7549176465055201
brute,chebyshev,0.5793801642856945,0.9999999999999996,0.7336804366512104,0.5681159420289855,0.7315847607219573,0.7549176465055201
brute,euclidean,0.5793801642856945,0.9999999999999996,0.7336804366512104,0.5681159420289855,0.7315847607219573,0.7549176465055201
brute,minkowski,0.5793801642856945,0.9999999999999996,0.7336804366512104,0.5681159420289855,0.7315847607219573,0.7549176465055201
kd_tree,chebyshev,0.5793801642856945,0.9999999999999996,0.7336804366512104,0.5681159420289855,0.7315847607219573,0.7549176465055201
kd_tree,euclidean,0.5793801642856945,0.9999999999999996,0.7336804366512104,0.5681159420289855,0.7315847607219573,0.7549176465055201
kd_tree,minkowski,0.5793801642856945,0.9999999999999996,0.7336804366512104,0.5681159420289855,0.7315847607219573,0.7549176465055201
