,0
0,58.333333333333336
1,52.17391304347826
2,38.46153846153847
3,57.333333333333336
4,38.028169014084504
5,42.028985507246375
6,48.529411764705884
7,47.61904761904761
8,44.776119402985074
9,42.1875
